0.03196,0.97352,-0.14889,0.015,0.962,-0.161,0.053,0.982,-0.132,0.242980424,0
0.03571,0.97055,-0.16067,0.012,0.962,-0.182,0.056,0.982,-0.144,0.244458888,0
0.0292,0.97286,-0.15543,0.012,0.95,-0.173,0.044,0.982,-0.123,0.245040929,0
0.06165,0.96367,-0.23159,-0.152,0.856,-0.431,0.238,1.132,-0.103,0.266426018,0
0.36272,0.92219,-0.26125,0.111,0.545,-0.633,0.88,1.504,-0.117,0.268386854,0
0.28672,0.86512,-0.30584,0.073,0.622,-0.554,0.569,1.308,-0.132,0.24688798,0
0.33046,0.86725,-0.31168,0.029,0.54,-0.672,0.783,1.484,-0.161,0.266803718,0
0.32919,0.91696,-0.30569,-0.026,0.584,-0.557,0.669,1.428,-0.123,0.278603756,0
0.30956,0.88031,-0.26772,0.076,0.584,-0.595,0.78,1.413,-0.111,0.246311501,0
0.34306,0.89918,-0.25507,0.085,0.604,-0.531,0.762,1.475,-0.138,0.251880248,0
0.27261,0.9438,-0.25315,0.012,0.619,-0.475,0.683,1.484,-0.1,0.267719043,0
0.24497,0.86102,-0.25529,-0.067,0.68,-0.457,0.569,1.279,-0.097,0.224717878,0
0.15793,0.98162,-0.17334,-0.117,0.754,-0.372,0.578,1.443,-0.056,0.256397738,0
0.14845,0.93585,-0.15569,-0.111,0.762,-0.425,0.543,1.469,-0.003,0.228798952,0
0.18712,0.96738,-0.1587,-0.155,0.622,-0.405,0.695,1.642,0.003,0.247741695,0
0.2664,0.9975,-0.14471,0.012,0.695,-0.387,0.827,1.598,0.009,0.257191952,0
0.27445,0.89235,-0.2517,-0.009,0.619,-0.49,0.771,1.416,-0.111,0.240143497,0
0.29696,0.87451,-0.26608,0.009,0.619,-0.504,0.71,1.475,-0.1,0.246201969,0
0.28091,0.95513,-0.23262,-0.023,0.63,-0.399,0.751,1.537,-0.056,0.269238551,0
0.30435,0.90623,-0.26392,-0.094,0.543,-0.543,0.736,1.44,-0.059,0.261936475,0
0.30708,0.87832,-0.25082,0.053,0.566,-0.49,0.698,1.475,-0.1,0.24195013,0
0.36899,0.88119,-0.27265,0.018,0.598,-0.572,0.683,1.443,-0.152,0.255077042,0
0.28238,0.9445,-0.28604,0.067,0.692,-0.587,0.839,1.604,-0.097,0.286441248,0
0.2534,0.85971,-0.20808,-0.062,0.604,-0.428,0.853,1.704,-0.062,0.218884882,0
0.18653,0.97466,-0.18634,-0.152,0.751,-0.411,0.566,1.619,0.026,0.258519238,0
0.18129,0.97001,-0.1758,-0.073,0.768,-0.405,0.566,1.519,-0.056,0.249863919,0
0.31407,0.91177,-0.243,-0.144,0.674,-0.56,0.927,1.534,0,0.256531295,0
0.33302,0.86269,-0.29972,0.009,0.543,-0.54,0.833,1.384,-0.144,0.25293898,0
0.37034,0.89159,-0.25624,0.088,0.499,-0.589,0.798,1.534,-0.059,0.253395863,0
0.33604,0.90927,-0.28507,0.053,0.628,-0.545,0.836,1.425,-0.088,0.268270101,0
0.34691,0.89374,-0.26443,-0.015,0.525,-0.516,0.809,1.449,-0.073,0.256853319,0
0.24398,0.90514,-0.25548,-0.07,0.598,-0.569,0.566,1.282,-0.073,0.246517611,0
0.37844,0.83754,-0.28274,-0.094,0.601,-0.51,0.836,1.167,-0.038,0.238608769,0
0.26595,0.92984,-0.21635,-0.07,0.587,-0.501,0.762,1.431,-0.009,0.257815722,0
0.2,0.91179,-0.21136,-0.056,0.633,-0.496,0.677,1.279,-0.076,0.234881581,0
0.22865,0.96181,-0.16975,-0.141,0.713,-0.466,0.827,2.073,0.026,0.258328241,0
0.31226,0.95838,-0.22868,-0.188,0.507,-0.639,0.979,1.651,0.041,0.282663302,0
0.344,0.90305,-0.27621,-0.026,0.487,-0.587,0.824,1.628,-0.059,0.267660211,0
0.34684,0.87815,-0.30265,0.059,0.584,-0.619,0.783,1.396,-0.152,0.265414261,0
0.31655,0.88314,-0.28788,-0.026,0.56,-0.54,0.757,1.516,-0.132,0.258878769,0
0.31807,0.85376,-0.28918,-0.314,0.54,-0.516,0.71,1.232,-0.062,0.244013602,0
0.36724,0.87081,-0.2818,-0.044,0.501,-0.639,1.091,1.457,0.015,0.259637212,0
0.38474,0.9062,-0.28433,-0.032,0.46,-0.531,0.889,1.411,-0.07,0.276653099,0
0.31617,0.84293,-0.25655,0,0.466,-0.413,0.824,1.809,-0.018,0.242568074,0
0.26708,0.94682,-0.20941,0,0.721,-0.504,0.628,1.434,-0.053,0.245677994,0
0.26269,0.97662,-0.14398,-0.211,0.771,-0.499,0.956,1.628,0.056,0.251023021,0
0.30524,0.9199,-0.23127,-0.062,0.604,-0.51,0.754,1.68,-0.076,0.256150079,0
0.35596,0.80583,-0.34444,0.038,0.481,-0.754,0.824,1.499,-0.088,0.263367392,0
0.40131,0.8674,-0.30584,0.032,0.416,-0.616,0.883,1.425,-0.073,0.275270282,0
0.39687,0.90199,-0.26287,0.023,0.557,-0.525,0.821,1.44,-0.032,0.263419934,0
0.31578,0.88028,-0.2574,-0.003,0.575,-0.513,0.78,1.534,-0.038,0.250295572,0
0.41284,0.85216,-0.23748,0.029,0.487,-0.566,0.891,1.499,-0.085,0.238365268,0
0.38962,0.91285,-0.31966,0.023,0.545,-0.689,0.933,1.513,-0.144,0.300880287,0
0.29682,0.81619,-0.2809,0.088,0.537,-0.589,0.686,1.37,-0.126,0.223887264,0
0.25146,0.9384,-0.24094,-0.056,0.66,-0.531,0.877,1.795,0.047,0.269945638,0
0.20147,0.96291,-0.1905,-0.038,0.607,-0.534,0.669,1.941,0.032,0.258077124,0
0.23191,0.96062,-0.17057,0.003,0.674,-0.628,0.663,1.821,0.029,0.250298629,0
0.35357,0.9185,-0.25874,0.029,0.531,-0.663,0.789,1.537,-0.032,0.267818228,0
0.31322,0.87668,-0.22839,0.023,0.575,-0.431,0.789,1.581,-0.047,0.235604619,0
0.3819,0.87942,-0.27489,0.067,0.51,-0.589,0.909,1.622,-0.062,0.263809004,0
0.36333,0.90007,-0.30752,-0.1,0.592,-0.897,1.003,1.413,-0.038,0.288528589,0
0.37889,0.86352,-0.34035,0.103,0.408,-0.66,0.853,1.478,-0.138,0.285380711,0
0.3316,0.86131,-0.3004,0.012,0.455,-0.642,1.164,1.504,-0.073,0.268464164,0
0.33291,0.81504,-0.3016,-0.009,0.481,-0.716,1.106,1.411,-0.029,0.239531334,0
0.30582,0.92005,-0.24005,-0.103,0.434,-0.654,0.853,1.845,0.029,0.294852955,0
0.27672,0.95119,-0.14956,0.094,0.713,-0.355,0.595,1.809,0.205,0.225300302,0
0.22375,0.9257,-0.09443,-0.1,0.657,-0.501,0.648,1.584,0.22,0.212720522,0
0.30892,0.99068,-0.16192,-0.167,0.569,-0.457,0.994,1.789,0.085,0.279384122,0
0.31348,0.90984,-0.31143,0.082,0.531,-0.657,0.891,1.519,-0.103,0.291487962,0
0.33134,0.83869,-0.28369,-0.012,0.434,-0.71,0.812,1.56,-0.097,0.251494248,0
0.36715,0.84954,-0.25594,-0.009,0.431,-0.499,0.833,1.548,-0.015,0.238367379,0
0.37025,0.89804,-0.28695,-0.202,0.507,-0.713,1.035,1.469,-0.038,0.278813713,0
0.38746,0.89213,-0.25766,0.155,0.472,-0.548,1.082,1.566,-0.07,0.263501387,0
0.33823,0.90437,-0.22036,-0.141,0.501,-0.581,0.85,1.61,-0.015,0.259604778,0
0.36756,0.84786,-0.19939,-0.012,0.434,-0.455,0.798,2.073,-0.018,0.245753517,0
0.21434,0.96188,-0.2187,-0.07,0.701,-0.581,0.493,1.789,-0.044,0.26251003,0
0.21026,0.9388,-0.17364,-0.51,0.616,-0.54,0.68,1.683,0.029,0.243765024,0
0.18748,0.94719,-0.19158,-0.229,0.522,-0.63,0.812,1.833,-0.032,0.256554279,0
0.28266,0.91037,-0.26814,-0.076,0.572,-0.848,0.927,1.66,-0.038,0.277895882,0
0.36991,0.87481,-0.28279,-0.012,0.235,-0.587,0.927,1.449,-0.067,0.276257227,0
0.29766,0.93924,-0.29416,-0.094,0.528,-0.704,1.018,1.674,-0.023,0.310856046,0
