0.02951,0.97616,-0.11036,-0.1,0.874,-0.199,0.111,1.155,-0.044,0.235566969,0
0.0867,0.96093,-0.1415,-0.138,0.842,-0.402,0.387,1.173,0.047,0.237659406,0
0.12741,0.96739,-0.16448,-0.117,0.666,-0.372,0.551,1.563,-0.023,0.250816932,0
0.1186,0.97539,-0.16705,-0.323,0.613,-0.481,0.499,1.551,0.085,0.267626066,0
0.10664,0.97454,-0.1653,-0.255,0.613,-0.504,0.581,1.806,0.044,0.270744991,0
0.11329,0.97004,-0.16076,-0.484,0.513,-0.455,0.974,1.434,0.082,0.281088551,0
0.08064,0.9753,-0.14315,-0.364,0.422,-0.513,0.651,1.645,0.106,0.277665091,0
0.12119,0.96358,-0.16198,-0.223,0.584,-0.44,0.704,1.912,0.076,0.276000248,0
0.09623,0.96744,-0.15633,-0.378,0.581,-0.534,0.607,1.78,0.023,0.271380576,0
0.09743,0.96877,-0.12642,-0.326,0.469,-0.484,0.686,1.786,0.103,0.271447297,0
0.09431,0.99114,-0.05218,-0.422,0.686,-0.381,0.578,1.771,0.132,0.249740426,0
0.15763,0.97482,-0.11641,-0.217,0.68,-0.287,0.663,1.771,0.17,0.243878894,0
0.09839,0.95983,-0.11957,-0.528,0.513,-0.534,0.78,1.443,0.114,0.256324565,0
0.12823,0.95153,-0.15607,-0.428,0.507,-0.411,0.713,1.367,-0.003,0.259051237,0
0.10074,0.96021,-0.15692,-0.34,0.642,-0.413,0.622,1.581,0.062,0.262878166,0
0.09237,0.97291,-0.14604,-0.282,0.581,-0.575,0.572,1.698,0.126,0.271749528,0
0.12579,0.99221,-0.12733,-0.302,0.551,-0.598,0.607,1.818,0.106,0.276837338,0
0.11942,0.96016,-0.19316,-0.578,0.466,-0.51,0.757,1.636,0.085,0.284378785,0
0.11864,0.96466,-0.18322,-0.598,0.616,-0.871,0.792,1.66,0.056,0.294218822,0
0.11328,0.98235,-0.14171,-0.402,0.499,-0.443,0.856,2,0.018,0.286145264,0
0.13138,0.97294,-0.07416,-0.311,0.601,-0.501,0.648,1.554,0.191,0.243356037,0
0.13592,0.96577,-0.13792,-0.443,0.317,-0.648,0.997,1.504,0.161,0.28998365,0
0.08377,0.96701,-0.14652,-0.44,0.51,-0.557,0.891,1.701,0.258,0.287092218,0
0.12399,0.96779,-0.1191,-0.393,0.466,-0.56,0.771,1.669,0.111,0.272297213,0
0.13654,0.96547,-0.14543,-0.355,0.326,-0.669,0.768,1.83,0.114,0.279233231,0
0.13338,0.94885,-0.18173,-0.273,0.402,-0.548,0.798,1.674,0.056,0.282756788,0
0.15,0.95426,-0.15948,-0.352,0.422,-0.54,0.836,1.789,0.114,0.275448884,0
0.13915,0.95836,-0.1414,-0.311,0.299,-0.595,0.692,1.704,0.114,0.274031688,0
