364111,20130709151641,23,-0.158,0.918,-0.302,126
364112,20130709151641,23,-0.158,0.918,-0.302,126
364113,20130709151641,23,-0.158,0.918,-0.302,126
364114,20130709151641,23,-0.158,0.918,-0.302,126
364115,20130709151641,23,-0.158,0.918,-0.302,126
364116,20130709151641,23,-0.158,0.918,-0.302,126
364117,20130709151641,23,-0.158,0.918,-0.302,126
364118,20130709151641,23,-0.158,0.918,-0.302,126
364119,20130709151641,23,-0.158,0.918,-0.302,126
364120,20130709151641,23,-0.158,0.918,-0.302,126
364121,20130709151641,23,-0.158,0.918,-0.302,126
364122,20130709151641,23,-0.158,0.918,-0.302,126
364123,20130709151641,23,-0.158,0.918,-0.302,126
364124,20130709151641,23,-0.158,0.918,-0.302,126
364125,20130709151641,23,-0.158,0.918,-0.302,126
364126,20130709151641,23,-0.158,0.918,-0.302,126
364127,20130709151641,23,-0.158,0.918,-0.302,126
364128,20130709151641,23,-0.158,0.918,-0.302,126
364129,20130709151641,23,-0.158,0.918,-0.302,126
364130,20130709151641,23,-0.158,0.918,-0.302,126
364131,20130709151641,23,-0.158,0.918,-0.302,126
364132,20130709151641,23,-0.158,0.918,-0.302,126
364133,20130709151641,23,-0.158,0.918,-0.302,126
364134,20130709151641,23,-0.158,0.918,-0.302,126
364135,20130709151641,23,-0.158,0.918,-0.302,126
364136,20130709151641,23,-0.158,0.918,-0.302,126
364137,20130709151641,23,-0.158,0.918,-0.302,126
364138,20130709151641,23,-0.158,0.918,-0.302,126
364139,20130709151641,23,-0.158,0.918,-0.302,126
364140,20130709151641,23,-0.158,0.918,-0.302,126
364141,20130709151641,23,-0.158,0.918,-0.302,126
364142,20130709151641,23,-0.158,0.918,-0.302,126
364143,20130709151641,23,-0.158,0.918,-0.302,126
364144,20130709151641,23,-0.158,0.918,-0.302,126
364145,20130709151641,23,-0.158,0.918,-0.302,126
364146,20130709151641,23,-0.158,0.918,-0.302,126
364147,20130709151641,23,-0.158,0.918,-0.302,126
364148,20130709151641,23,-0.158,0.918,-0.302,126
364149,20130709151641,23,-0.158,0.918,-0.302,126
364150,20130709151641,23,-0.158,0.918,-0.302,126
364151,20130709151641,23,-0.158,0.918,-0.302,126
