0.25044,-0.94233,0.01786,-0.158,-1.378,-0.569,0.663,-0.46,0.323,0.313626159,0
0.19952,-0.96485,0.00656,-0.384,-1.578,-0.413,0.73,-0.258,0.287,0.328514994,0
0.19502,-0.96733,0.0097,-0.496,-1.628,-0.566,0.827,-0.273,0.384,0.340648818,0
0.18465,-0.96771,0.0091,-0.625,-1.54,-0.551,0.818,-0.364,0.428,0.33648406,0
0.15673,-0.96689,0.00526,-0.499,-1.619,-0.513,0.733,-0.284,0.305,0.326944666,0
0.18757,-0.96617,-0.00167,-0.34,-1.61,-0.616,0.953,-0.32,0.463,0.333442116,0
0.19529,-0.96978,0.0122,-0.381,-1.578,-0.554,0.915,-0.255,0.416,0.336031064,0
0.20792,-0.96808,0.01325,-0.384,-1.716,-0.419,1.038,-0.299,0.361,0.352843407,0
0.18742,-0.95983,-0.00946,-0.343,-1.595,-0.501,0.727,-0.54,0.358,0.311991005,0
0.17758,-0.97609,-0.00948,-0.446,-1.54,-0.543,0.686,-0.179,0.308,0.332866155,0
0.19605,-0.97762,0.01911,-0.411,-1.68,-0.504,0.804,-0.199,0.346,0.347676485,0
0.18894,-0.97226,0.0264,-0.484,-1.592,-0.501,0.733,-0.217,0.446,0.344626474,0
0.1805,-0.96881,0.01576,-0.413,-1.745,-0.46,0.804,-0.358,0.399,0.329290859,0
0.18354,-0.96479,0.01374,-0.434,-1.607,-0.419,0.716,-0.191,0.358,0.331824498,0
0.20173,-0.96677,0.02435,-0.531,-1.742,-0.657,0.842,-0.223,0.372,0.351703411,0
0.17924,-0.96369,0.00889,-0.44,-1.595,-0.575,0.771,-0.235,0.378,0.326263876,0
0.19899,-0.96841,0.00467,-0.402,-1.651,-0.455,0.713,-0.223,0.367,0.33948003,0
0.1672,-0.96741,0.0064,-0.39,-1.698,-0.54,0.801,-0.299,0.378,0.319495611,0
0.1928,-0.96451,0.00924,-0.484,-1.636,-0.501,0.754,-0.293,0.367,0.335228688,0
0.1698,-0.95997,-0.00822,-0.229,-1.628,-0.469,0.674,-0.349,0.358,0.308680709,0
0.18581,-0.97373,0.00539,-0.525,-1.642,-0.575,0.889,-0.249,0.399,0.343335704,0
0.204,-0.9549,0.02359,-0.396,-1.71,-0.499,0.73,-0.223,0.317,0.333646842,0
0.18043,-0.97021,0.01448,-0.499,-1.798,-0.543,0.956,-0.232,0.528,0.34673226,0
0.16275,-0.9561,-0.01731,-0.305,-1.563,-0.516,0.733,-0.243,0.364,0.30309262,0
0.17028,-0.95109,-0.01572,-0.191,-1.595,-0.431,0.683,-0.449,0.296,0.2945391,0
0.18289,-0.94867,-0.0244,-0.267,-1.475,-0.499,0.683,-0.493,0.343,0.29655032,0
0.18164,-0.96366,-0.01428,-0.226,-1.598,-0.51,0.657,-0.364,0.32,0.30949642,0
0.19828,-0.96586,-0.00255,-0.302,-1.619,-0.543,0.71,-0.375,0.416,0.317141872,0
0.18568,-0.95855,0.00767,-0.355,-1.566,-0.472,0.777,-0.372,0.331,0.318881072,0
0.17064,-0.97008,-0.0012,-0.346,-1.592,-0.531,0.663,-0.32,0.343,0.318880675,0
0.18764,-0.96482,0.0044,-0.232,-1.654,-0.51,0.648,-0.238,0.337,0.317241881,0
0.18416,-0.9635,-0.00573,-0.39,-1.592,-0.537,0.716,-0.364,0.346,0.314003265,0
0.16261,-0.97009,-0.00288,-0.305,-1.716,-0.56,0.76,-0.449,0.428,0.300173852,0
0.2126,-0.98281,-0.00664,-0.202,-1.331,-0.276,0.628,-0.619,0.232,0.306591626,0
0.11411,-0.96266,-0.056,-0.141,-1.147,-0.176,0.595,-0.865,0.109,0.237151863,0
0.1576,-0.96017,-0.04302,0.044,-1.129,-0.196,0.267,-0.801,0.109,0.243205356,0
0.14891,-0.99229,0.08037,-0.129,-1.352,-0.015,0.51,-0.657,0.279,0.292090358,0
0.18762,-0.94947,-0.01238,-0.176,-1.499,-0.367,0.575,-0.387,0.267,0.28484076,0
0.18666,-0.97837,-0.0103,-0.337,-1.598,-0.484,0.783,-0.434,0.346,0.331349007,0
0.18989,-0.96678,0.0113,-0.452,-1.598,-0.628,0.73,-0.299,0.39,0.33685773,0
0.17819,-0.97297,0.0059,-0.469,-1.739,-0.572,0.716,-0.191,0.372,0.342499343,0
0.17737,-0.95871,0.00055,-0.466,-1.677,-0.484,0.762,-0.164,0.358,0.330106188,0
0.18245,-0.96753,-0.00922,-0.452,-1.724,-0.496,0.724,-0.217,0.317,0.330798701,0
0.15783,-0.96458,-0.01144,-0.44,-1.672,-0.572,0.757,-0.279,0.346,0.31936395,0
0.16534,-0.96547,-0.00334,-0.452,-1.798,-0.554,0.924,-0.243,0.545,0.332410715,0
0.17225,-0.96749,-0.00057,-0.37,-1.736,-0.625,0.762,-0.302,0.349,0.327337489,0
0.16236,-0.96265,-0.00162,-0.311,-1.628,-0.484,0.871,-0.202,0.378,0.319132058,0
0.19028,-0.96445,0.01353,-0.384,-1.686,-0.528,0.76,-0.205,0.387,0.337113379,0
0.16976,-0.97308,0.00123,-0.402,-1.651,-0.531,0.801,-0.191,0.413,0.337802807,0
0.17344,-0.97106,-0.0054,-0.337,-1.563,-0.39,0.595,-0.15,0.276,0.322826903,0
0.18423,-0.96736,0.00376,-0.387,-1.73,-0.419,1.038,-0.334,0.331,0.334079116,0
0.17389,-0.9567,-0.00146,-0.326,-1.783,-0.545,0.804,-0.349,0.343,0.316099717,0
0.18793,-0.96306,-0.00247,-0.229,-1.551,-0.501,0.718,-0.352,0.343,0.314507853,0
0.16437,-0.96694,-0.01854,-0.188,-1.54,-0.387,0.669,-0.61,0.308,0.290751882,0
0.15633,-0.96678,-0.01309,-0.226,-1.534,-0.408,0.531,-0.525,0.296,0.291214491,0
0.1912,-0.9693,0.00484,-0.202,-1.654,-0.496,0.625,-0.202,0.349,0.329075618,0
0.18307,-0.97105,-0.00033,-0.428,-1.698,-0.545,0.695,-0.199,0.425,0.333354104,0
0.18094,-0.96751,0.00107,-0.302,-1.633,-0.469,0.695,-0.194,0.352,0.332442467,0
0.18531,-0.97536,0.00374,-0.405,-1.625,-0.525,0.718,-0.258,0.446,0.339742534,0
0.16358,-0.96698,-0.00373,-0.387,-1.853,-0.592,0.862,-0.223,0.51,0.332235326,0
0.17566,-0.96415,0.01352,-0.434,-2.023,-0.616,0.912,-0.238,0.598,0.337063959,0
0.18437,-0.96124,0.01765,-0.205,-1.707,-0.545,0.783,-0.323,0.519,0.333807212,0
0.18133,-0.96495,-0.00297,-0.32,-1.51,-0.46,0.701,-0.393,0.375,0.316296185,0
0.17502,-0.97177,-0.0223,-0.252,-1.575,-0.551,0.654,-0.507,0.352,0.315467909,0
0.17946,-0.97282,0.00018,-0.367,-1.581,-0.613,0.724,-0.261,0.405,0.332510748,0
0.18167,-0.96298,0.0125,-0.51,-1.622,-0.419,0.672,-0.176,0.413,0.3330029,0
0.16837,-0.96277,0.00575,-0.416,-1.771,-0.557,0.68,-0.32,0.443,0.325251923,0
0.15787,-0.96082,-0.0037,-0.372,-1.666,-0.475,0.66,-0.232,0.337,0.312102846,0
0.19146,-0.96814,0.01408,-0.481,-1.71,-0.51,0.68,-0.264,0.337,0.337790007,0
0.18176,-0.96879,0.00494,-0.384,-1.628,-0.545,0.633,-0.223,0.387,0.331148567,0
