0.226,-0.959,-0.003,0.226,-0.959,-0.003,0.226,-0.959,-0.003,0.264281159,0,1
0.226,-0.959,-0.003,0.226,-0.959,-0.003,0.226,-0.959,-0.003,0.264281159,0,1
0.26813,-0.98058,-0.04475,-0.188,-1.874,-0.51,0.871,-0.563,0.39,0.338561077,0,1
0.21777,-0.94189,-0.01476,-0.428,-2.408,-0.504,0.938,0.041,0.431,0.393024422,0,1
0.22685,-0.97157,0.00689,-0.686,-2.308,-0.51,1.639,-0.044,1.129,0.462335886,0,1
0.21086,-0.93879,-0.00428,-0.557,-2.449,-0.513,0.985,0.012,0.862,0.427824326,0,1
0.15493,-1.05218,0.01338,-0.361,-2.032,-0.29,0.953,-0.358,0.774,0.40234152,0,1
0.20137,-0.99261,0.12503,-0.117,-1.821,-0.211,0.595,-0.469,0.592,0.34761256,0,1
0.19241,-0.91095,0.00099,-0.469,-2.44,-0.446,1.053,-0.308,0.669,0.342812458,0,1
0.20952,-0.95265,-0.03181,-0.595,-2.589,-0.657,1.026,-0.114,0.815,0.444402236,0,1
0.18919,-0.96838,0.01864,-0.46,-2.114,-0.61,0.795,-0.073,0.642,0.387079461,0,1
0.21407,-0.96969,-0.03029,-0.337,-1.924,-0.487,0.718,-0.238,0.636,0.35625437,0,1
0.1113,-1.00278,0.00104,-0.443,-2.17,-0.519,0.968,-0.276,0.358,0.35875143,0,1
0.13425,-1.03422,0.10795,-0.299,-2.349,-0.176,0.452,-0.387,0.56,0.363421164,0,1
0.18797,-0.91357,0.01353,-0.361,-2.308,-0.405,0.839,-0.273,0.76,0.337586478,0,1
0.16663,-0.93921,-0.04298,-0.672,-2.865,-0.666,1.246,-0.029,1.343,0.456760366,0,1
0.18538,-0.98401,0.01325,-0.487,-2.097,-0.425,0.762,-0.229,0.721,0.385825047,0,1
0.18278,-0.95186,-0.03234,-0.358,-2.003,-0.595,0.839,-0.129,0.434,0.365293927,0,1
0.14423,-0.98916,-0.02844,-0.595,-1.941,-0.463,0.853,-0.059,0.581,0.354921647,0,1
0.14747,-1.00352,0.13434,-0.053,-2.003,-0.079,0.358,-0.537,0.543,0.333353129,0,1
0.26376,-0.97765,0.0544,-0.161,-2.894,-0.663,1.399,0.249,1.205,0.517889386,0,1
0.13508,-0.93263,-0.04485,-0.595,-2.097,-0.683,0.63,-0.111,0.457,0.322185478,0,1
0.19569,-0.98699,-0.06165,-0.455,-1.894,-0.449,0.824,-0.202,0.628,0.359622023,0,1
0.17099,-0.91904,-0.04112,-0.296,-1.809,-0.484,0.745,-0.22,0.434,0.311499626,0,1
0.11453,-0.98283,-0.01749,-0.695,-2.018,-0.613,0.827,-0.073,0.525,0.363520435,0,1
0.16645,-1.06598,0.08983,-0.138,-2.114,-0.273,0.977,-0.466,0.46,0.40735787,0,1
0.16213,-0.9059,0.04323,-0.22,-1.545,-0.22,0.443,-0.545,0.24,0.2586111,0,1
0.21324,-0.97344,-0.06932,-0.243,-2.205,-0.648,0.812,0,0.463,0.387803308,0,1
0.21138,-0.98512,-0.00036,-0.545,-2.006,-0.44,0.997,-0.158,0.824,0.386419604,0,1
0.16941,-0.90296,-0.0244,-0.29,-1.727,-0.455,0.61,-0.132,0.44,0.294055379,0,1
0.15463,-1.02198,-0.10059,-0.51,-2.091,-0.516,0.871,-0.299,0.636,0.359717286,0,1
0.16557,-1.02921,0.03223,-0.525,-2.525,-0.328,1.211,-0.337,0.777,0.42733765,0,1
0.12942,-0.94406,0.09537,-0.273,-1.416,-0.235,0.481,-0.396,0.32,0.283735094,0,1
0.17063,-0.92521,-0.00775,-0.056,-2.199,-0.469,1.07,-0.455,0.349,0.300993483,0,1
0.18399,-1.01251,0.0016,-0.496,-2.026,-0.484,0.645,-0.284,0.61,0.381795796,0,1
0.17674,-0.95548,-0.03153,-0.528,-2.223,-0.545,0.853,-0.059,0.51,0.397033487,0,1
0.22314,-0.97585,-0.01744,-0.501,-2.455,-0.537,1.07,-0.232,0.845,0.428643622,0,1
0.08882,-0.92753,-0.03289,-0.484,-2.194,-0.501,0.716,-0.328,0.49,0.312105447,0,1
0.16383,-1.05245,0.07345,-0.434,-2.455,-0.387,1.141,-0.173,0.639,0.438583813,0,1
0.16657,-0.92591,0.09133,-0.167,-1.677,-0.164,0.452,-0.54,0.469,0.284785426,0,1
0.21565,-0.9586,-0.01944,-0.317,-1.915,-0.402,1.196,-0.328,0.516,0.358112448,0,1
0.18602,-0.98308,-0.01869,-0.217,-2.188,-0.61,0.842,-0.284,0.848,0.388654525,0,1
0.15943,-0.96822,-0.0122,-0.405,-2.117,-0.472,0.804,-0.364,0.595,0.337948773,0,1
0.20143,-0.976,-0.08155,-0.367,-2.129,-0.513,0.768,0.076,0.446,0.401652877,0,1
0.13688,-1.044,0.01951,-0.704,-2.284,-0.317,0.93,-0.053,0.61,0.444256093,0,1
0.15321,-0.97649,0.10908,-0.419,-1.783,-0.261,0.46,-0.563,0.431,0.316302865,0,1
0.19024,-0.89502,0.0562,-0.616,-3.701,-1.009,2.152,0.305,2.182,0.544871013,0,1
0.20402,-0.97294,-0.00646,-0.405,-2.607,-0.51,0.625,-0.349,0.845,0.416280891,0,1
0.17354,-0.92196,-0.04089,-0.543,-2.1,-0.531,0.859,-0.261,0.446,0.339365491,0,1
0.1495,-1.00191,-0.01105,-0.531,-2.525,-0.39,0.959,-0.32,0.666,0.40548584,0,1
0.18152,-1.03222,-0.02141,-0.628,-3.299,-0.487,1,-0.032,0.789,0.524243982,0,1
0.28357,-0.93281,0.11485,-0.076,-2.548,-0.331,1.581,-0.032,1.129,0.406641558,0,1
0.24841,-0.94757,-0.0045,0.073,-1.126,-0.144,0.384,-0.71,0.094,0.273177057,0,1
0.20325,-0.96501,0.05619,0.152,-1.029,-0.009,0.282,-0.874,0.1,0.271660335,0,1
0.13256,-0.97479,0.02332,0.082,-1.038,-0.009,0.217,-0.933,0.056,0.249595347,0,1
0.12796,-0.97393,1.13E-19,0.106,-1.018,-0.009,0.152,-0.924,0.012,0.243039548,0,1
0.13934,-0.97334,0.03439,0.114,-1,-0.003,0.17,-0.944,0.056,0.252665748,0,1
0.15939,-0.97225,0.03809,0.144,-0.991,0.023,0.182,-0.959,0.053,0.258269369,0,1
0.15681,-0.97208,0.04787,0.141,-0.982,0.038,0.17,-0.962,0.065,0.259400254,0,1
0.17039,-0.96981,0.05895,0.155,-0.985,0.047,0.185,-0.959,0.067,0.264337758,0,1
0.17585,-0.96929,0.05725,0.158,-0.977,0.047,0.188,-0.959,0.067,0.265264682,0,1
0.17054,-0.96953,0.06397,0.158,-0.982,0.047,0.188,-0.959,0.073,0.265274221,0,1
0.23696,-0.95171,-0.05635,0.167,-0.977,-0.088,0.255,-0.947,0.059,0.258084608,0,1
